,0,1,2,3
36576,59822,,,
36577,30225,,,
36578,30226,,,
36579,37457,,,
36580,30227,,,
36581,30228,,,
36582,30230,,,
36583,36886,,,
36584,30232,,,
36585,30237,,,
36586,30242,,,
36587,44962,,,
36588,30244,,,
36589,31750,,,
36590,30247,,,
36591,30250,,,
36592,58815,,,
36593,30253,,,
36594,30254,,,
36595,35423,,,
36596,30256,,,
36597,30259,,,
36598,56826,,,
36599,30263,,,
36600,33090,,,
36601,31956,,,
36602,30264,,,
36603,51973,,,
36604,30268,,,
36605,30269,,,
36606,30270,,,
36607,30272,,,
36608,48701,,,
36609,38050,55234.0,,
36610,47114,,,
36611,30280,,,
36612,30294,,,
36613,37802,,,
36614,30296,,,
36615,30298,,,
36616,46689,46801.0,46802.0,
36617,30299,,,
36618,30300,,,
36619,39016,,,
36620,30302,,,
36621,32625,,,
36622,31618,,,
36623,30307,,,
36624,30308,58541.0,,
36625,42130,,,
36626,41463,,,
36627,30311,,,
36628,30312,,,
36629,40957,,,
36630,30313,,,
36631,30315,,,
36632,51533,,,
36633,44096,,,
36634,32946,,,
36635,30319,,,
36636,30320,,,
36637,30323,,,
36638,30327,,,
36639,57912,,,
36640,43910,,,
36641,30328,,,
36642,30331,,,
36643,32493,,,
36644,50392,,,
36645,30334,,,
36646,30335,,,
36647,30336,,,
36648,30338,,,
36649,30342,,,
36650,30343,,,
36651,30344,,,
36652,30346,,,
36653,42577,,,
36654,30347,,,
36655,41203,41204.0,,
36656,30350,,,
36657,30351,,,
36658,42987,,,
36659,30357,,,
36660,30363,,,
36661,30364,,,
36662,30365,,,
36663,30366,,,
36664,30371,,,
36665,30374,,,
36666,46541,,,
36667,37758,37759.0,,
36668,30379,,,
36669,30380,,,
36670,30382,,,
36671,30384,,,
36672,47897,,,
36673,30385,,,
36674,43085,,,
36675,30386,,,
36676,52310,,,
36677,49772,,,
36678,30389,,,
36679,30390,,,
36680,30391,,,
36681,50564,,,
36682,48899,,,
36683,44625,,,
36684,30392,,,
36685,30393,,,
36686,53695,,,
36687,30401,,,
36688,30403,,,
36689,30405,,,
36690,30407,,,
36691,30408,,,
36692,30410,,,
36693,30411,,,
36694,30412,,,
36695,30415,,,
36696,30416,,,
36697,30420,,,
36698,30428,,,
36699,30432,,,
36700,59526,,,
36701,48624,,,
36702,30440,,,
36703,30444,,,
36704,55134,,,
36705,30445,,,
36706,30447,,,
36707,30448,,,
36708,30449,,,
36709,31123,,,
36710,30450,,,
36711,30452,,,
36712,33079,,,
36713,30453,,,
36714,30454,,,
36715,40638,,,
36716,30456,,,
36717,30460,,,
36718,30461,,,
36719,30462,,,
36720,30467,,,
36721,37719,,,
36722,30477,,,
36723,30479,,,
36724,30481,,,
36725,30482,,,
36726,30483,,,
36727,30485,,,
36728,30489,,,
36729,30490,,,
36730,52206,,,
36731,30494,,,
36732,38256,,,
36733,30506,,,
36734,30509,,,
36735,30510,,,
36736,30511,,,
36737,30515,,,
36738,30522,,,
36739,31124,,,
36740,30525,,,
36741,33101,,,
36742,30529,,,
36743,41397,41566.0,,
36744,30530,,,
36745,30531,,,
36746,30534,,,
36747,30536,,,
36748,30537,,,
36749,44818,,,
36750,30539,,,
36751,30540,,,
36752,30543,,,
36753,30545,,,
36754,30547,,,
36755,30549,,,
36756,56660,,,
36757,30551,,,
36758,30552,,,
36759,30554,,,
36760,30556,,,
36761,30560,,,
36762,53522,,,
36763,30565,,,
36764,30566,,,
36765,30567,,,
36766,30568,,,
36767,30571,,,
36768,30573,,,
36769,51971,,,
36770,30575,,,
36771,30578,,,
36772,30582,,,
36773,30584,,,
36774,30585,,,
36775,30586,,,
36776,30588,,,
36777,39922,,,
36778,30591,,,
36779,30593,,,
36780,30594,,,
36781,30597,,,
36782,40125,,,
36783,37525,37706.0,,
36784,30599,,,
36785,30600,,,
36786,31329,,,
36787,30606,,,
36788,38031,,,
36789,30607,,,
36790,36459,,,
36791,30608,,,
36792,30610,,,
36793,52347,,,
36794,30612,,,
36795,30615,,,
36796,45831,,,
36797,30617,,,
36798,30619,,,
36799,53270,,,
36800,30625,,,
36801,30626,,,
36802,30628,,,
36803,30629,,,
36804,30632,,,
36805,30633,,,
36806,30634,,,
36807,30637,,,
36808,30639,,,
36809,58807,,,
36810,36978,,,
36811,32878,,,
36812,30647,,,
36813,30648,,,
36814,30654,,,
36815,30658,,,
36816,46762,,,
36817,30660,,,
36818,30664,,,
36819,38870,,,
36820,30665,,,
36821,59734,,,
36822,30666,,,
36823,55914,,,
36824,30668,,,
36825,30669,,,
36826,30672,,,
36827,30674,,,
36828,30676,,,
36829,30679,,,
36830,56446,,,
36831,30680,,,
36832,30681,,,
36833,53536,,,
36834,30682,,,
36835,37989,,,
36836,30683,,,
36837,30684,,,
36838,59862,,,
36839,33115,,,
36840,36452,,,
36841,30686,,,
36842,30689,,,
36843,30690,,,
36844,46535,,,
36845,30691,,,
36846,30692,,,
36847,30694,,,
36848,43657,,,
36849,30695,,,
36850,30697,,,
36851,59816,,,
36852,54585,,,
36853,30703,,,
36854,46185,,,
36855,30704,,,
36856,36345,,,
36857,30707,,,
36858,31158,,,
36859,30711,,,
36860,32529,,,
36861,52459,,,
36862,30712,,,
36863,30715,,,
36864,32334,,,
36865,54759,,,
36866,30716,,,
36867,30717,,,
36868,30718,,,
36869,49289,,,
36870,30720,,,
36871,30723,,,
36872,30724,,,
36873,30726,,,
36874,30728,,,
36875,33741,,,
36876,30729,,,
36877,56002,,,
36878,30735,,,
36879,30742,,,
36880,30743,,,
36881,30747,,,
36882,30748,,,
36883,39990,,,
36884,30749,,,
36885,30752,,,
36886,30753,,,
36887,30755,,,
36888,30758,,,
36889,30760,,,
36890,30762,,,
36891,30767,,,
36892,30768,,,
36893,30783,,,
36894,30787,,,
36895,30788,,,
36896,30791,,,
36897,31782,,,
36898,30792,,,
36899,55097,,,
36900,30793,,,
36901,30794,,,
36902,52847,,,
36903,30795,,,
36904,46960,,,
36905,30796,,,
36906,30800,,,
36907,38166,,,
36908,30801,,,
36909,59837,,,
36910,30803,,,
36911,30806,,,
36912,55703,,,
36913,30809,,,
36914,35487,35662.0,,
36915,30810,,,
36916,30819,,,
36917,32246,,,
36918,30820,,,
36919,30821,,,
36920,30825,,,
36921,38826,,,
36922,30826,,,
36923,30829,,,
36924,30830,,,
36925,30831,,,
36926,30835,,,
36927,59709,,,
36928,30837,,,
36929,55419,,,
36930,30840,,,
36931,30842,,,
36932,30845,,,
36933,41670,,,
36934,30848,,,
36935,30851,,,
36936,30852,,,
36937,30853,,,
36938,31637,,,
36939,30854,,,
36940,30856,,,
36941,52364,,,
36942,30857,,,
36943,32005,,,
36944,30858,,,
36945,30866,,,
36946,30868,,,
36947,30870,,,
36948,30871,,,
36949,30872,,,
36950,35315,,,
36951,30873,,,
36952,30874,,,
36953,30878,,,
36954,47566,,,
36955,30879,,,
36956,38643,,,
36957,30880,,,
36958,30884,,,
36959,53239,,,
36960,30888,,,
36961,30889,,,
36962,30898,,,
36963,30901,,,
36964,48904,,,
36965,46043,,,
36966,30905,,,
36967,30907,,,
36968,30912,,,
36969,31216,,,
36970,30914,,,
36971,42907,,,
36972,30915,,,
36973,55271,,,
36974,30918,,,
36975,30926,,,
36976,30927,,,
36977,30930,,,
36978,30931,,,
36979,30933,,,
36980,30937,,,
36981,30943,,,
36982,30944,,,
36983,44664,,,
36984,30948,,,
36985,30949,,,
36986,30950,,,
36987,30951,,,
36988,30954,,,
36989,30955,,,
36990,31197,,,
36991,30958,,,
36992,58482,,,
36993,30963,,,
36994,30966,,,
36995,30969,58587.0,,
36996,30972,,,
36997,30973,,,
36998,30974,,,
36999,30978,,,
37000,47672,,,
37001,45011,,,
37002,30980,,,
37003,41328,,,
37004,30982,,,
37005,30984,,,
37006,30985,,,
37007,30988,,,
37008,30989,,,
37009,50327,,,
37010,30990,,,
37011,50083,,,
37012,44695,,,
37013,31004,,,
37014,31006,,,
37015,31007,,,
37016,31009,,,
37017,31010,,,
37018,41064,,,
37019,31011,,,
37020,40044,,,
37021,31013,,,
37022,31016,,,
37023,56330,,,
37024,31020,,,
37025,31025,,,
37026,31032,,,
37027,31036,,,
37028,31037,,,
37029,31038,,,
37030,31039,,,
37031,31042,,,
37032,31043,,,
37033,31045,,,
37034,32027,,,
37035,31047,,,
37036,58900,,,
37037,31051,,,
37038,36730,,,
37039,31053,,,
37040,31055,,,
37041,32478,,,
37042,41170,,,
37043,31057,,,
37044,47408,,,
37045,31058,,,
37046,31064,,,
37047,51919,,,
37048,31067,,,
37049,31068,,,
37050,31541,,,
37051,47532,,,
37052,31069,,,
37053,31071,,,
37054,46439,,,
37055,31072,,,
37056,31075,,,
37057,32763,,,
37058,31081,,,
37059,31083,,,
37060,31084,,,
37061,31086,,,
37062,31089,,,
37063,31091,,,
37064,31094,,,
37065,31098,,,
37066,31110,,,
37067,40223,,,
37068,31111,,,
37069,47527,,,
37070,31113,58585.0,,
37071,53488,,,
37072,31115,,,
37073,31129,,,
37074,31130,,,
37075,31134,,,
37076,31137,,,
37077,31138,,,
37078,31139,,,
37079,41607,,,
37080,31144,,,
37081,58916,,,
37082,44466,,,
37083,31145,,,
37084,31147,,,
37085,31284,,,
37086,31152,,,
37087,51867,,,
37088,31153,,,
37089,31154,,,
37090,31155,,,
37091,31157,,,
37092,31166,,,
37093,42841,,,
37094,31169,,,
37095,31170,,,
37096,31175,,,
37097,31864,,,
37098,31181,,,
37099,31187,31364.0,,
37100,59229,,,
37101,31188,,,
37102,32486,,,
37103,48219,,,
37104,31189,54097.0,,
37105,39874,40047.0,,
37106,31190,,,
37107,31193,31194.0,,
37108,31195,,,
37109,53245,,,
37110,48733,,,
37111,48150,,,
37112,42121,,,
37113,31200,,,
37114,31202,,,
37115,31206,,,
37116,31207,,,
37117,31209,,,
37118,52275,,,
37119,31210,,,
37120,31211,,,
37121,31212,,,
37122,55532,58929.0,,
37123,31213,,,
37124,31214,,,
37125,31215,,,
37126,31221,,,
37127,31222,,,
37128,31224,,,
37129,51610,,,
37130,31227,,,
37131,40213,,,
37132,31228,,,
37133,48295,,,
37134,31230,,,
37135,31234,,,
37136,31236,,,
37137,31238,,,
37138,49578,,,
37139,45957,,,
37140,31239,,,
37141,31243,,,
37142,44165,,,
37143,31244,,,
37144,31256,,,
37145,31259,,,
37146,34519,,,
37147,31260,,,
37148,39871,,,
37149,31263,,,
37150,31268,,,
37151,55984,,,
37152,31271,,,
37153,31273,,,
37154,39928,,,
37155,31276,,,
37156,31285,,,
37157,31287,,,
37158,31288,,,
37159,31289,,,
37160,46361,,,
37161,31290,,,
37162,31292,,,
37163,31294,,,
37164,35807,,,
37165,31296,,,
37166,31299,,,
37167,31301,,,
37168,31302,,,
37169,31304,,,
37170,31306,,,
37171,31308,,,
37172,31309,,,
37173,32980,,,
37174,31311,,,
37175,31312,,,
37176,58154,,,
37177,31314,,,
37178,31316,,,
37179,35619,,,
37180,31319,,,
37181,31320,,,
37182,47177,,,
37183,31321,,,
37184,31325,,,
37185,31326,,,
37186,31327,,,
37187,51010,,,
37188,31330,,,
37189,31338,,,
37190,31339,,,
37191,31340,,,
37192,31343,,,
37193,31344,,,
37194,31346,,,
37195,31347,,,
37196,32274,,,
37197,48622,,,
37198,31351,,,
37199,51348,,,
37200,31352,,,
37201,33659,,,
37202,31357,,,
37203,31366,,,
37204,43784,43942.0,,
37205,31368,,,
37206,31369,,,
37207,44256,44257.0,,
37208,31371,,,
37209,55128,,,
37210,31373,,,
37211,31377,,,
37212,31380,,,
37213,31386,,,
37214,31387,,,
37215,51428,,,
37216,34115,,,
37217,31389,,,
37218,31394,,,
37219,31396,,,
37220,31398,,,
37221,57892,,,
37222,31399,,,
37223,39663,,,
37224,31400,,,
37225,34637,,,
37226,31402,,,
37227,31403,,,
37228,31407,,,
37229,51151,,,
37230,31408,,,
37231,31411,,,
37232,46728,59162.0,,
37233,31412,,,
37234,32215,,,
37235,31420,,,
37236,31421,,,
37237,31422,,,
37238,31424,,,
37239,39875,39876.0,,
37240,31426,,,
37241,31428,,,
37242,31431,,,
37243,31439,,,
37244,37052,,,
37245,31440,,,
37246,31441,,,
37247,31442,,,
37248,31475,,,
37249,55272,,,
37250,54739,,,
37251,31443,,,
37252,36249,,,
37253,31451,,,
37254,31452,,,
37255,43353,,,
37256,31455,,,
37257,31456,,,
37258,31459,,,
37259,52221,,,
37260,31460,,,
37261,37095,,,
37262,31462,,,
37263,31469,,,
37264,31470,,,
37265,31472,,,
37266,53949,,,
37267,35715,,,
37268,31474,,,
37269,32186,,,
37270,31478,,,
37271,34720,,,
37272,31479,,,
37273,31480,,,
37274,31481,,,
37275,36360,,,
37276,33694,,,
37277,31488,,,
37278,31489,,,
37279,39606,,,
37280,31490,,,
37281,31495,,,
37282,41648,,,
37283,31501,,,
37284,31506,54229.0,,
37285,31510,,,
37286,31511,,,
37287,31517,,,
37288,45067,,,
37289,33675,,,
37290,31522,,,
37291,31525,,,
37292,58928,,,
37293,31535,,,
37294,31538,31539.0,,
37295,31540,,,
37296,31542,,,
37297,31543,,,
37298,31547,,,
37299,31548,,,
37300,35603,,,
37301,35199,,,
37302,36885,,,
37303,31557,,,
37304,31558,,,
37305,31564,,,
37306,31565,,,
37307,31566,,,
37308,31567,,,
37309,50223,,,
37310,31568,,,
37311,31571,,,
37312,31572,,,
37313,31575,,,
37314,31576,,,
37315,32652,,,
37316,31577,,,
37317,37745,,,
37318,31578,,,
37319,31579,,,
37320,31580,,,
37321,39460,39634.0,,
37322,31583,,,
37323,31584,,,
37324,31587,,,
37325,48499,,,
37326,43238,,,
37327,38443,,,
37328,31588,,,
37329,31589,,,
37330,31591,,,
37331,31595,,,
37332,31597,,,
37333,31605,,,
37334,51894,,,
37335,31607,,,
37336,31619,,,
37337,31620,,,
37338,31624,,,
37339,31626,,,
37340,31628,,,
37341,55401,,,
37342,31631,,,
37343,31632,,,
37344,31635,,,
37345,58640,,,
37346,31636,,,
37347,54083,,,
37348,31640,,,
37349,51412,,,
37350,31647,,,
37351,31648,,,
37352,31650,,,
37353,54604,,,
37354,31651,,,
37355,31653,,,
37356,47707,,,
37357,31655,,,
37358,54118,,,
37359,35369,,,
37360,31658,54224.0,,
37361,31661,,,
37362,31666,,,
37363,31668,,,
37364,31670,,,
37365,31674,,,
37366,31681,,,
37367,31687,,,
37368,31688,,,
37369,38287,,,
37370,31689,,,
37371,31690,,,
37372,31692,,,
37373,31707,,,
37374,31708,,,
37375,31715,,,
37376,38089,,,
37377,31725,,,
37378,31728,,,
37379,31730,,,
37380,34263,,,
37381,31731,,,
37382,59274,,,
37383,31741,,,
37384,57000,,,
37385,31742,,,
37386,44842,44843.0,,
37387,39197,,,
37388,31743,,,
37389,33402,,,
37390,31744,,,
37391,31747,,,
37392,39327,,,
37393,31758,,,
37394,32659,,,
37395,46203,,,
37396,42587,,,
37397,31759,,,
37398,55496,,,
37399,31761,,,
37400,31762,,,
37401,46862,,,
37402,31766,,,
37403,51354,,,
37404,31768,,,
37405,31769,,,
37406,31770,,,
37407,31771,,,
37408,31775,,,
37409,31776,,,
37410,31777,,,
37411,31780,,,
37412,31781,,,
37413,31783,,,
37414,31784,,,
37415,59814,,,
37416,31785,,,
37417,31788,,,
37418,31792,,,
37419,31793,,,
37420,31794,,,
37421,57894,,,
37422,31795,,,
37423,31799,,,
37424,31800,,,
37425,31801,,,
37426,41150,,,
37427,31802,,,
37428,43280,,,
37429,31806,,,
37430,31810,,,
37431,31811,,,
37432,31812,,,
37433,31814,,,
37434,43712,56038.0,,
37435,31815,,,
37436,31820,,,
37437,31825,,,
37438,31826,,,
37439,31828,,,
37440,31833,,,
37441,31835,,,
37442,32961,,,
37443,31836,,,
37444,42276,,,
37445,31838,,,
37446,31842,,,
37447,31846,,,
37448,31848,,,
37449,31853,,,
37450,47653,,,
37451,31858,,,
37452,31859,,,
37453,31861,,,
37454,31862,,,
37455,31868,,,
37456,42900,,,
37457,31871,,,
37458,31872,,,
37459,49485,,,
37460,31874,,,
37461,54334,,,
37462,35000,,,
37463,31875,,,
37464,31876,,,
37465,33033,,,
37466,52020,,,
37467,31877,,,
37468,31879,,,
37469,31884,,,
37470,31887,,,
37471,31888,,,
37472,41420,,,
37473,31890,,,
37474,31899,,,
37475,31912,,,
37476,31913,,,
37477,31914,54171.0,,
37478,31917,,,
37479,43905,,,
37480,36906,,,
37481,31923,31924.0,,
37482,35455,,,
37483,31926,,,
37484,36189,,,
37485,31928,,,
37486,31931,,,
37487,44131,,,
37488,31935,,,
37489,31941,,,
37490,35164,,,
37491,31943,,,
37492,31949,,,
37493,38013,,,
37494,31951,,,
37495,31961,,,
37496,31962,,,
37497,31966,,,
37498,53873,,,
37499,31967,,,
37500,31972,,,
37501,43600,,,
37502,31973,,,
37503,38250,,,
37504,31974,,,
37505,31975,,,
37506,31979,,,
37507,31983,,,
37508,55201,,,
37509,31988,,,
37510,31991,,,
37511,53247,,,
37512,52397,,,
37513,31992,,,
37514,31993,,,
37515,31994,,,
37516,31995,,,
37517,31996,,,
37518,54801,,,
37519,31997,,,
37520,32000,,,
37521,32001,,,
37522,32008,,,
37523,32680,,,
37524,32018,,,
37525,32021,,,
37526,32022,,,
37527,36472,,,
37528,35513,,,
37529,32023,,,
37530,32024,54251.0,,
37531,32025,,,
37532,32026,,,
37533,32032,,,
37534,32035,,,
37535,32039,,,
37536,32041,,,
37537,32042,,,
37538,39495,,,
37539,32046,,,
37540,32048,,,
37541,32051,,,
37542,36333,,,
37543,32054,,,
37544,32055,,,
37545,32056,,,
37546,32058,,,
37547,32060,,,
37548,32061,,,
37549,32062,,,
37550,39339,,,
37551,32063,,,
37552,32070,,,
37553,58229,,,
37554,32077,,,
37555,50688,,,
37556,52170,,,
37557,32085,,,
37558,51101,,,
37559,32090,,,
37560,32091,,,
37561,32094,32095.0,,
37562,41401,,,
37563,32098,,,
37564,32099,,,
37565,32102,,,
37566,32103,,,
37567,32104,,,
37568,32105,,,
37569,37478,,,
37570,32111,32112.0,,
37571,32113,,,
37572,47260,,,
37573,32114,,,
37574,32118,,,
37575,32125,32126.0,,
37576,52445,,,
37577,32129,,,
37578,32132,,,
37579,32133,,,
37580,32135,,,
37581,52116,,,
37582,32137,,,
37583,32138,,,
37584,41870,,,
37585,32139,,,
37586,42104,,,
37587,32140,,,
37588,32142,,,
37589,33861,,,
37590,32143,,,
37591,32710,,,
37592,32144,,,
37593,55166,,,
37594,32151,,,
37595,32155,,,
37596,48396,,,
37597,32156,,,
37598,32157,,,
37599,32158,,,
37600,32161,,,
37601,32166,,,
37602,51957,,,
37603,36201,,,
37604,32167,,,
37605,32168,,,
37606,54924,,,
37607,32241,,,
37608,32169,,,
37609,58683,,,
37610,32170,,,
37611,32175,,,
37612,32177,,,
37613,37694,,,
37614,32178,,,
37615,56121,,,
37616,40197,,,
37617,32181,,,
37618,32183,,,
37619,49775,,,
37620,32184,,,
37621,32185,,,
37622,32191,,,
37623,32192,32375.0,,
37624,58407,,,
37625,32193,,,
37626,32197,,,
37627,32201,,,
37628,32205,,,
37629,33962,,,
37630,32207,,,
37631,32209,,,
37632,32212,,,
37633,32217,,,
37634,32220,,,
37635,49299,,,
37636,32225,,,
37637,55990,,,
37638,32228,,,
37639,32794,,,
37640,32230,,,
37641,32233,,,
37642,32237,,,
37643,37169,,,
37644,32240,,,
37645,55124,,,
37646,32242,,,
37647,32249,,,
37648,32250,,,
37649,51114,,,
37650,32254,,,
37651,32256,,,
37652,32258,,,
37653,32260,,,
37654,32261,,,
37655,45585,,,
37656,32265,,,
37657,35610,,,
37658,32266,,,
37659,32268,,,
37660,56060,,,
37661,32271,,,
37662,32276,,,
37663,32278,,,
37664,32280,,,
37665,59903,,,
37666,32282,,,
37667,32283,,,
37668,32285,54170.0,,
37669,54076,,,
37670,32289,,,
37671,32291,,,
37672,32292,,,
37673,32293,,,
37674,32297,,,
37675,32298,,,
37676,32299,32300.0,,
37677,32301,,,
37678,32305,32487.0,,
37679,32306,,,
37680,32313,,,
37681,32315,,,
37682,32318,,,
37683,32320,,,
37684,32323,,,
37685,41118,,,
37686,32324,,,
37687,32328,,,
37688,32331,,,
37689,32333,,,
37690,32543,,,
37691,32335,,,
37692,50896,,,
37693,32336,,,
37694,32339,,,
37695,32343,,,
37696,32344,,,
37697,32502,,,
37698,52238,,,
37699,32346,,,
37700,32349,,,
37701,37097,,,
37702,32350,,,
37703,32352,,,
37704,32353,,,
37705,56724,,,
37706,32356,,,
37707,32360,,,
37708,32361,,,
37709,40005,,,
37710,32364,,,
37711,32369,,,
37712,38138,,,
37713,37251,,,
37714,32372,,,
37715,32373,,,
37716,37713,,,
37717,32377,,,
37718,32380,,,
37719,47113,,,
37720,32382,,,
37721,32390,,,
37722,32391,,,
37723,32392,,,
37724,49661,,,
37725,32394,,,
37726,32395,,,
37727,32397,,,
37728,32398,,,
37729,55679,,,
37730,52895,,,
37731,32403,,,
37732,32404,,,
37733,32407,,,
37734,44948,45086.0,,
37735,32412,,,
37736,32416,,,
37737,32417,,,
37738,32418,,,
37739,32422,,,
37740,32433,,,
37741,32434,,,
37742,38788,,,
37743,32436,,,
37744,32437,,,
37745,32439,,,
37746,50580,,,
37747,34397,,,
37748,32440,,,
37749,32441,,,
37750,32442,,,
37751,32444,,,
37752,37529,,,
37753,32452,,,
37754,32456,,,
37755,59686,,,
37756,32457,,,
37757,41281,,,
37758,39550,,,
37759,32465,,,
37760,32473,32657.0,,
37761,32474,32658.0,,
37762,40472,,,
37763,32475,,,
37764,32481,,,
37765,39513,,,
37766,32483,,,
37767,48937,,,
37768,45414,,,
37769,32484,,,
37770,32485,,,
37771,32494,,,
37772,32495,,,
37773,35950,,,
37774,32498,,,
37775,32501,,,
37776,49170,,,
37777,32505,,,
37778,47753,,,
37779,32506,,,
37780,32507,,,
37781,32508,,,
37782,32509,,,
37783,32510,,,
37784,32511,,,
37785,35029,,,
37786,32519,,,
37787,32521,,,
37788,32522,,,
37789,32523,,,
37790,32524,,,
37791,32526,,,
37792,32531,,,
37793,32533,,,
37794,32534,,,
37795,32539,,,
37796,32541,,,
37797,32546,,,
37798,32548,,,
37799,36578,,,
37800,32549,,,
37801,35185,,,
37802,32551,,,
37803,32552,54336.0,,
37804,32554,54337.0,,
37805,54052,,,
37806,32557,,,
37807,32558,,,
37808,32559,,,
37809,56931,,,
37810,32560,,,
37811,32563,,,
37812,39015,,,
37813,32564,,,
37814,32570,,,
37815,32571,,,
37816,32580,,,
37817,32581,,,
37818,32582,,,
37819,60104,,,
37820,32585,,,
37821,35124,,,
37822,32586,,,
37823,32588,,,
37824,32595,,,
37825,32596,,,
37826,59819,,,
37827,32602,,,
37828,32679,,,
37829,32604,,,
37830,32605,,,
37831,32610,,,
37832,53427,,,
37833,32616,,,
37834,32618,,,
37835,32621,,,
37836,32630,,,
37837,32632,,,
37838,32639,,,
37839,32643,,,
37840,32644,,,
37841,32650,54243.0,,
37842,40238,,,
37843,32661,54273.0,,
37844,34710,,,
37845,32666,,,
37846,37317,,,
37847,32667,,,
37848,32675,,,
37849,32676,,,
37850,33664,,,
37851,32684,,,
37852,45795,,,
37853,32686,,,
37854,32688,,,
37855,32690,,,
37856,32693,,,
37857,32695,,,
37858,40279,,,
37859,32697,,,
37860,36729,,,
37861,32698,,,
37862,32699,,,
37863,32702,,,
37864,41792,,,
37865,32703,,,
37866,32706,,,
37867,40395,,,
37868,32712,,,
37869,32716,,,
37870,32721,,,
37871,32722,,,
37872,32724,,,
37873,54931,,,
37874,32725,,,
37875,34075,,,
37876,32729,,,
37877,32730,,,
37878,32731,,,
37879,32732,,,
37880,32736,,,
37881,32740,,,
37882,32743,,,
37883,32745,,,
37884,37067,,,
37885,32748,,,
37886,32749,,,
37887,32750,,,
37888,32752,,,
37889,32756,,,
37890,32768,,,
37891,40970,,,
37892,32769,,,
37893,45715,45823.0,,
37894,32772,,,
37895,33509,,,
37896,32773,,,
37897,32774,,,
37898,32777,,,
37899,57867,,,
37900,32778,,,
37901,32780,,,
37902,33094,54399.0,,
37903,49196,,,
37904,32787,,,
37905,32791,,,
37906,32792,,,
37907,32793,,,
37908,32797,,,
37909,32800,,,
37910,32801,,,
37911,32802,,,
37912,32805,,,
37913,32809,,,
37914,53489,,,
37915,36947,,,
37916,32811,,,
37917,46628,,,
37918,32812,,,
37919,44521,,,
37920,32818,,,
37921,32825,,,
37922,58960,,,
37923,32828,,,
37924,32834,,,
37925,57975,,,
37926,32836,,,
37927,32840,,,
37928,32841,,,
37929,32842,,,
37930,32844,,,
37931,32845,,,
37932,32847,,,
37933,32850,,,
37934,52142,,,
37935,32851,,,
37936,32854,,,
37937,32855,,,
37938,32857,,,
37939,49695,,,
37940,32858,,,
37941,42372,,,
37942,32862,,,
37943,32866,,,
37944,35426,,,
37945,32867,,,
37946,32869,,,
37947,32871,32872.0,,
37948,32874,,,
37949,32875,,,
37950,32876,,,
37951,32880,,,
37952,49576,,,
37953,32881,,,
37954,33628,,,
37955,32883,,,
37956,36102,,,
37957,32886,,,
37958,35243,,,
37959,32888,,,
37960,32889,,,
37961,44564,,,
37962,32893,,,
37963,32895,,,
37964,44308,,,
37965,33848,,,
37966,32897,,,
37967,32901,32902.0,,
37968,32903,,,
37969,39163,39333.0,,
37970,32906,,,
37971,32909,,,
37972,34812,,,
37973,32913,,,
37974,32915,,,
37975,32916,,,
37976,32918,,,
37977,32985,,,
37978,32922,,,
37979,32924,,,
37980,39075,,,
37981,32926,,,
37982,32927,,,
37983,34608,,,
37984,32933,,,
37985,49067,,,
37986,32937,,,
37987,33872,59887.0,,
37988,32941,,,
37989,32943,,,
37990,44547,,,
37991,32948,,,
37992,32950,,,
37993,32953,,,
37994,32959,,,
37995,32962,,,
37996,56633,,,
37997,32964,,,
37998,34301,,,
37999,32966,,,
38000,32967,,,
38001,32968,,,
38002,32974,,,
38003,32978,,,
38004,32995,,,
38005,32998,,,
38006,44659,,,
38007,34816,,,
38008,32999,,,
38009,33000,,,
38010,33001,54520.0,,
38011,33002,54521.0,,
38012,33003,,,
38013,33004,,,
38014,33005,,,
38015,33006,,,
38016,33007,,,
38017,53538,,,
38018,33012,,,
38019,33016,,,
38020,33116,,,
38021,51386,,,
38022,33020,,,
38023,33021,,,
38024,33022,,,
38025,33024,,,
38026,33032,,,
38027,33036,,,
38028,33038,,,
38029,33042,,,
38030,33051,,,
38031,33055,,,
38032,33057,,,
38033,33059,,,
38034,33064,,,
38035,33065,,,
38036,52448,,,
38037,33071,,,
38038,33072,,,
38039,33074,,,
38040,37340,,,
38041,33076,,,
38042,48027,,,
38043,33080,,,
38044,33081,,,
38045,33082,,,
38046,33092,,,
38047,47578,,,
38048,33096,,,
38049,59651,,,
38050,52344,,,
38051,33100,,,
38052,33102,,,
38053,53598,,,
38054,33103,,,
38055,33105,,,
38056,33106,,,
38057,33107,,,
38058,50053,,,
38059,33113,,,
38060,33114,,,
38061,33118,,,
38062,33120,,,
38063,33123,,,
38064,33124,,,
38065,57260,,,
38066,33125,,,
38067,36810,,,
38068,33135,,,
38069,33136,,,
38070,33479,,,
38071,33138,,,
38072,33141,,,
38073,33142,,,
38074,33143,,,
38075,33148,,,
38076,43382,,,
38077,33149,,,
38078,33150,,,
38079,33151,,,
38080,33152,,,
38081,33153,,,
38082,33156,,,
38083,46596,,,
38084,33157,,,
38085,33158,,,
38086,33159,,,
38087,45576,,,
38088,34520,,,
38089,33161,,,
38090,33162,,,
38091,48673,,,
38092,46098,,,
38093,42595,,,
38094,33164,,,
38095,33165,,,
38096,33166,,,
38097,33171,,,
38098,33172,,,
38099,33174,,,
38100,33175,,,
38101,33176,,,
38102,35652,,,
38103,33182,,,
38104,33185,,,
38105,33187,,,
38106,33407,,,
